Species,ID,height,diam
valencienni,V148,232,1.3
valencienni,V148,343,2
valencienni,V148,475,8
valencienni,V148,178,NA
valencienni,V148,235,NA
valencienni,V148,268,NA
valencienni,V148,299,NA
valencienni,V148,686,NA
valencienni,V149,216,NA
valencienni,V149,263,NA
valencienni,V150,243,NA
valencienni,V151,433,NA
valencienni,V152,310,NA
valencienni,V152,318,NA
valencienni,V152,318,NA
valencienni,V152,366,NA
valencienni,V152,395,NA
valencienni,V153,202,NA
valencienni,V153,260,NA
valencienni,V154,190,NA
valencienni,V154,330,NA
valencienni,V155,256,NA
valencienni,V156,179,NA
valencienni,V156,264,NA
valencienni,V157,178,NA
valencienni,V157,203,NA
valencienni,V157,327,NA
valencienni,V158,167,NA
valencienni,V158,231,NA
valencienni,V159,187,NA
valencienni,V160,276,NA
valencienni,V160,317,NA
valencienni,V161,299,2
valencienni,V161,436,NA
valencienni,V162,149,0.5
valencienni,V163,247,4.5
valencienni,V164,176,0.5
valencienni,V164,152,0.8
valencienni,V164,183,2
valencienni,V165,166,0.5
valencienni,V165,32,1
valencienni,V165,86,1.4
valencienni,V165,94,7
valencienni,V165,123,NA
valencienni,V166,195,0.7
valencienni,V166,163,0.8
valencienni,V166,72,1
valencienni,V166,91,1
valencienni,V166,160,1
valencienni,V166,126,2
valencienni,V166,156,NA
valencienni,V167,193,NA
valencienni,V168,94,0.5
valencienni,V169,87,2.5
valencienni,V169,62,3.5
valencienni,V170,200,NA
valencienni,V171,377,NA
valencienni,V172,164,NA
valencienni,V173,162,NA
valencienni,V173,500,NA
valencienni,V173,340,0.2
valencienni,V173,130,1.4
valencienni,V174,200,NA
valencienni,V175,257,NA
valencienni,V176,341,NA
valencienni,V177,240,NA
valencienni,V178,237,NA
valencienni,V179,140,NA
valencienni,V180,203,NA
valencienni,V181,201,NA
valencienni,V182,163,NA
valencienni,V183,292,NA
valencienni,V184,438,NA
valencienni,V185,382,NA
valencienni,V186,71,NA
