Species,ID,height,diam
gundlachi,G178,320,4
gundlachi,G178,170,8
gundlachi,G179,77,3.4
gundlachi,G180,140,2
gundlachi,G181,0,1000
gundlachi,G182,25,3.5
gundlachi,G183,122,2.8
gundlachi,G184,150,21
gundlachi,G185,112,26
gundlachi,G186,69,1.5
gundlachi,G186,440,6
krugi,K100,0,0
krugi,K100,42,0.5
krugi,K100,68,0.5
krugi,K100,32,0.9
krugi,K100,90,0.9
krugi,K100,40,1.2
krugi,K100,115,2.9
krugi,K100,37,6
krugi,K100,0,1000
krugi,K100,0,1000
krugi,K101,7,0.2
krugi,K101,55,0.4
krugi,K101,80,0.8
krugi,K101,160,2
krugi,K101,110,3
krugi,K102,67,0.4
krugi,K102,143,0.7
krugi,K102,130,0.8
krugi,K102,120,1
krugi,K102,110,1.1
krugi,K102,90,1.3
krugi,K102,158,4
krugi,K102,38,5
krugi,K102,85,8
krugi,K102,18,15
krugi,K103,40,3.1
krugi,K103,9,5.5
krugi,K103,138,17
krugi,K104,162,0.8
krugi,K104,300,0.8
krugi,K104,131.5,0.9
krugi,K104,107,1
krugi,K104,128,1
krugi,K104,240,1
krugi,K104,72,1.5
krugi,K105,14,1.2
krugi,K105,148,1.2
krugi,K105,130,1.6
krugi,K105,138,2
krugi,K105,50,2.4
krugi,K105,98,2.5
krugi,K106,10,0.1
krugi,K106,120,0.3
krugi,K106,85,0.5
krugi,K106,145,8
krugi,K107,117,0.4
krugi,K107,155,1.2
krugi,K107,117,2.2
krugi,K107,28,16
krugi,K107,60,35
krugi,K108,71,0.4
krugi,K109,0,0
krugi,K109,120,3
krugi,K109,10,12
krugi,K110,112,1.5
krugi,K110,193,1.5
krugi,K111,48,0.6
krugi,K111,40,1.8
krugi,K111,145,1.8
krugi,K111,50,3
krugi,K111,23,7
krugi,K112,42,0.6
krugi,K112,85,0.8
krugi,K112,120,0.8
krugi,K112,87,1.4
krugi,K112,34,1.6
krugi,K112,220,9
krugi,K113,153,2
krugi,K113,160,3.5
krugi,K113,110,5
krugi,K113,118,5.6
krugi,K113,90,17
krugi,K114,230,0.6
krugi,K114,222,0.8
krugi,K115,53,0.6
krugi,K115,74,1.2
krugi,K115,2,3
krugi,K115,45,3.5
krugi,K115,2,6
krugi,K115,19,7
krugi,K115,25,7
krugi,K115,124,10.5
krugi,K116,0,0
krugi,K116,130,0.3
krugi,K116,300,3
krugi,K116,0,3.4
krugi,K116,82,11
krugi,K117,180,1
krugi,K117,210,1
krugi,K117,250,1
krugi,K117,178,1.5
krugi,K117,145,2
krugi,K118,180,4.3
krugi,K119,190,1.2
krugi,K119,130,3
krugi,K119,130,8
krugi,K119,64,13
krugi,K120,110,0.1
krugi,K120,140,0.4
krugi,K120,135,0.5
krugi,K120,60,0.8
krugi,K120,120,0.8
krugi,K120,80,1.3
krugi,K120,109,1.5
krugi,K120,30,3.5
krugi,K120,230,20
krugi,K121,79,1.2
krugi,K121,144,1.7
krugi,K121,15,4
krugi,K122,130,0.9
krugi,K122,45,14
krugi,K122,0,1000
krugi,K123,158,0.6
krugi,K123,175,2.2
krugi,K124,72,0.8
krugi,K124,160,1.2
krugi,K125,240,0.5
krugi,K125,62,0.6
krugi,K125,49,0.7
krugi,K125,59,1.8
krugi,K125,72,9
krugi,K126,112,7.5
krugi,K127,85,0.9
krugi,K128,111,1.8
krugi,K128,97,14
krugi,K200,15,1.2
krugi,K200,250,1.2
krugi,K200,92,1.6
krugi,K200,300,1.8
krugi,K200,212,2.7
krugi,K201,120,0.6
krugi,K201,58,0.8
krugi,K201,190,2
krugi,K201,78,2.8
krugi,K202,23,0.2
krugi,K202,2,0.4
krugi,K202,36,0.6
krugi,K202,110,0.7
krugi,K202,200,0.8
krugi,K203,125,0.2
krugi,K203,70,0.3
krugi,K203,63,0.4
krugi,K203,63,0.4
krugi,K203,52,0.9
krugi,K203,38,4.2
krugi,K204,35,0.5
krugi,K204,134,0.8
krugi,K204,148,1.7
krugi,K204,0,1000
krugi,K205,30,0.4
krugi,K206,149,9
krugi,K207,12,1.4
krugi,K208,102,1.5
krugi,K208,126,3.3
krugi,K209,70,0.2
krugi,K209,120,0.8
krugi,K209,100,0.9
krugi,K210,157,0.4
krugi,K210,140,0.5
krugi,K210,60,1
krugi,K210,80,9
krugi,K210,156,53
krugi,K211,140,0.7
krugi,K211,163,8
krugi,K212,103,0.8
krugi,K212,185,0.8
krugi,K212,163,8
krugi,K213,148,0.2
krugi,K213,150,0.2
krugi,K213,135,0.8
krugi,K213,71,1.2
krugi,K214,140,1
krugi,K215,220,1.8
krugi,K216,58,0.6
krugi,K216,44,1
krugi,K216,116,2
krugi,K217,108,8
krugi,K217,28,29
krugi,K218,140,0.8
krugi,K218,140,0.9
krugi,K218,3,8.5
krugi,K219,160,0.4
krugi,K219,160,0.8
krugi,K219,32,1.3
krugi,K219,135,5.5
krugi,K220,115,0.5
krugi,K220,104,0.8
krugi,K220,180,0.9
krugi,K220,125,6.5
krugi,K221,170,0.2
krugi,K221,110,1.2
krugi,K221,185,1.4
krugi,K221,140,1.7
krugi,K222,120,7
krugi,K223,34,1.1
krugi,K223,170,1.8
krugi,K223,45,5
krugi,K223,300,8.7
krugi,K224,62,0.2
krugi,K225,34,3
krugi,K226,100,0.5
krugi,K226,97,1
krugi,K227,115,1
krugi,K227,70,4
krugi,K228,86,2
krugi,K229,190,0.8
krugi,K229,130,1
krugi,K229,230,6.5
krugi,K230,130,1.3
krugi,K231,59,0.3
krugi,K231,175,1.4
krugi,K231,150,6
krugi,K231,200,7.5
krugi,K232,65,1.4
krugi,K233,87,7.5
krugi,K234,54,1.3
krugi,K234,60,1.8
krugi,K235,89,1.1
krugi,K236,105,0.9
krugi,K237,140,0.8
krugi,K238,115,0.5
krugi,K240,153,0.9
krugi,K240,230,1.7
lineatopus,L100,88,2
lineatopus,L100,149,2
lineatopus,L100,62,2.5
lineatopus,L100,163,NA
lineatopus,L101,122,1.5
lineatopus,L101,51,2
lineatopus,L101,111,3
lineatopus,L101,132,5
lineatopus,L101,98,7
lineatopus,L101,27,18
lineatopus,L101,34,NA
lineatopus,L101,67,NA
lineatopus,L101,97,NA
lineatopus,L101,99,NA
lineatopus,L101,107,NA
lineatopus,L101,114,NA
lineatopus,L101,116,NA
lineatopus,L101,124,NA
lineatopus,L101,125,NA
lineatopus,L101,126,NA
lineatopus,L101,127,NA
lineatopus,L101,129,NA
lineatopus,L101,131,NA
lineatopus,L101,203,NA
lineatopus,L101,209,NA
lineatopus,L102,0,1000
lineatopus,L103,82,1.5
lineatopus,L103,53,2.5
lineatopus,L103,37,9
lineatopus,L104,48,4.5
lineatopus,L105,136,0.5
lineatopus,L105,293,1
lineatopus,L105,173,2
lineatopus,L105,170,3
lineatopus,L105,98,4
lineatopus,L105,150,8.5
lineatopus,L105,20,13
lineatopus,L105,0,1000
lineatopus,L105,12,NA
lineatopus,L105,19,NA
lineatopus,L105,32,NA
lineatopus,L105,53,NA
lineatopus,L105,54,NA
lineatopus,L105,57,NA
lineatopus,L105,73,NA
lineatopus,L105,127,NA
lineatopus,L105,149,NA
lineatopus,L105,247,NA
lineatopus,L105,247,NA
lineatopus,L106,43,1.3
lineatopus,L107,52,1.5
lineatopus,L107,89,3.7
lineatopus,L107,99,5
lineatopus,L107,9,19
lineatopus,L107,0,1000
lineatopus,L107,0,1000
lineatopus,L107,0,1000
lineatopus,L107,0,NA
lineatopus,L107,34,NA
lineatopus,L107,38,NA
lineatopus,L107,64,NA
lineatopus,L107,66,NA
lineatopus,L107,152,NA
lineatopus,L108,36,1
lineatopus,L108,76,1
lineatopus,L108,42,2
lineatopus,L108,68,5.5
lineatopus,L108,165,6.5
lineatopus,L108,107,7
lineatopus,L108,0,1000
lineatopus,L108,0,1000
lineatopus,L108,0,1000
lineatopus,L108,6,NA
lineatopus,L108,82,NA
lineatopus,L108,85,NA
lineatopus,L108,90,NA
lineatopus,L108,102,NA
lineatopus,L108,114,NA
lineatopus,L108,129,NA
lineatopus,L108,146,NA
lineatopus,L109,20,2
lineatopus,L110,62,5
lineatopus,L110,35,NA
lineatopus,L110,122,NA
lineatopus,L111,27,4
lineatopus,L111,16,12
lineatopus,L111,97,NA
lineatopus,L112,185,1
lineatopus,L112,65,3.5
lineatopus,L112,45,4
lineatopus,L112,25,9.5
lineatopus,L112,0,1000
lineatopus,L112,101,NA
lineatopus,L112,101,NA
lineatopus,L112,133,NA
lineatopus,L112,154,NA
lineatopus,L112,166,NA
lineatopus,L113,23,0.8
lineatopus,L113,34,1.6
lineatopus,L113,38,3
lineatopus,L113,83,4
lineatopus,L113,19,5
lineatopus,L113,32,5.5
lineatopus,L113,0,1000
lineatopus,L113,23,NA
lineatopus,L113,49,NA
lineatopus,L113,72,NA
lineatopus,L113,180,NA
lineatopus,L113,234,NA
lineatopus,L114,36,1
lineatopus,L114,4,2
lineatopus,L114,46,3
lineatopus,L114,38,4
lineatopus,L114,42,4
lineatopus,L114,43,4.2
lineatopus,L114,0,6
lineatopus,L114,18,NA
lineatopus,L114,38,NA
lineatopus,L115,64,4
lineatopus,L115,35,5
lineatopus,L115,18,10
lineatopus,L115,0,1000
lineatopus,L115,0,1000
lineatopus,L115,0,1000
lineatopus,L115,20,NA
lineatopus,L115,79,NA
lineatopus,L115,101,NA
lineatopus,L115,117,NA
lineatopus,L115,137,NA
lineatopus,L115,168,NA
lineatopus,L115,229,NA
lineatopus,L116,26,3
lineatopus,L116,28,12
lineatopus,L116,29,NA
lineatopus,L117,96,2.4
lineatopus,L117,96,3
lineatopus,L117,34,9
lineatopus,L117,112,NA
lineatopus,L118,57,3.8
lineatopus,L118,107,4
lineatopus,L118,123,4
lineatopus,L118,123,5.5
lineatopus,L118,80,NA
lineatopus,L118,94,NA
lineatopus,L118,103,NA
lineatopus,L118,137,NA
lineatopus,L118,144,NA
lineatopus,L118,165,NA
lineatopus,L118,189,NA
lineatopus,L119,148,8
lineatopus,L119,101,9.5
lineatopus,L119,95,10
lineatopus,L119,125,10
lineatopus,L119,83,16
lineatopus,L119,27,NA
lineatopus,L119,94,NA
lineatopus,L120,0,17
lineatopus,L121,27,5
lineatopus,L121,31,12
lineatopus,L121,43,NA
lineatopus,L121,58,NA
lineatopus,L121,100,NA
lineatopus,L121,32,rock
lineatopus,L122,67,0.5
lineatopus,L122,100,1
lineatopus,L122,92,5.4
lineatopus,L122,167,7
lineatopus,L122,82,NA
lineatopus,L122,83,NA
lineatopus,L122,101,NA
lineatopus,L122,115,NA
lineatopus,L122,122,NA
lineatopus,L122,123,NA
lineatopus,L122,128,NA
lineatopus,L122,208,NA
lineatopus,L122,252,NA
lineatopus,L123,93,2
lineatopus,L123,75,3.5
lineatopus,L123,88,4
lineatopus,L123,113,4
lineatopus,L123,59,5
lineatopus,L123,22,NA
lineatopus,L123,93,NA
lineatopus,L123,94,NA
lineatopus,L123,137,NA
lineatopus,L124,70,6
lineatopus,L124,10,NA
lineatopus,L125,141,7
lineatopus,L126,99,3.5
lineatopus,L126,94,NA
lineatopus,L126,139,NA
lineatopus,L127,119,3.5
lineatopus,L127,39,6
lineatopus,L127,48,8
lineatopus,L127,33,NA
lineatopus,L127,43,NA
lineatopus,L127,51,NA
lineatopus,L128,99,2
lineatopus,L128,73,4.2
lineatopus,L128,74,5
lineatopus,L128,53,NA
lineatopus,L128,56,NA
lineatopus,L128,71,NA
lineatopus,L128,137,NA
lineatopus,L128,148,NA
lineatopus,L129,32,0.8
lineatopus,L129,113,2
lineatopus,L129,126,3
lineatopus,L129,11,9
lineatopus,L129,0,1000
lineatopus,L129,17,NA
lineatopus,L129,24,NA
lineatopus,L129,24,NA
lineatopus,L129,25,NA
lineatopus,L129,88,NA
lineatopus,L129,102,NA
lineatopus,L129,124,NA
lineatopus,L129,135,NA
lineatopus,L129,147,NA
lineatopus,L130,164,3.5
lineatopus,L130,107,4
lineatopus,L130,72,NA
lineatopus,L130,145,NA
lineatopus,L131,134,2.5
lineatopus,L131,114,3
lineatopus,L131,68,NA
lineatopus,L131,78,NA
lineatopus,L131,97,NA
lineatopus,L131,118,NA
lineatopus,L131,126,NA
lineatopus,L131,152,NA
lineatopus,L131,156,NA
lineatopus,L131,158,NA
lineatopus,L131,177,NA
lineatopus,L132,76,6
lineatopus,L133,10,0.5
lineatopus,L133,131,1.5
lineatopus,L133,22,2.5
lineatopus,L133,82,3.5
lineatopus,L133,44,5
lineatopus,L133,16,NA
lineatopus,L133,22,NA
lineatopus,L133,23,NA
lineatopus,L133,33,NA
lineatopus,L133,37,NA
lineatopus,L133,108,NA
lineatopus,L134,25,1
lineatopus,L134,37,4
lineatopus,L134,15,4.5
lineatopus,L134,65,8
lineatopus,L134,26,9
lineatopus,L134,62,9.5
lineatopus,L134,0,1000
lineatopus,L134,0,1000
lineatopus,L134,19,NA
lineatopus,L134,24,NA
lineatopus,L134,36,NA
lineatopus,L134,45,NA
lineatopus,L134,73,NA
lineatopus,L134,75,NA
lineatopus,L135,42,3
lineatopus,L136,30,4
lineatopus,L137,60,0.5
lineatopus,L137,111,0.5
lineatopus,L137,136,1.5
lineatopus,L137,73,3
lineatopus,L137,83,3
lineatopus,L137,44,4
lineatopus,L137,33,4.5
lineatopus,L137,0,1000
lineatopus,L137,130,NA
lineatopus,L138,5,1
lineatopus,L138,8,8
lineatopus,L138,0,1000
lineatopus,L138,13,NA
lineatopus,L138,0,rock
lineatopus,L139,151,2
lineatopus,L139,9,NA
lineatopus,L140,29,2
lineatopus,L140,77,NA
lineatopus,L141,63,1.6
lineatopus,L141,32,3.5
lineatopus,L141,132,3.6
lineatopus,L141,83,NA
lineatopus,L141,113,NA
lineatopus,L141,143,NA
lineatopus,L141,149,NA
lineatopus,L142,21,7.5
lineatopus,L142,35,8
lineatopus,L142,38,1000
lineatopus,L142,24,NA
lineatopus,L142,42,NA
lineatopus,L142,113,NA
lineatopus,L142,116,NA
lineatopus,L142,133,NA
lineatopus,L143,92,2
lineatopus,L143,148,NA
lineatopus,L144,83,2
lineatopus,L144,108,6
lineatopus,L144,148,NA
lineatopus,L144,160,NA
lineatopus,L145,68,2
lineatopus,L145,66,4
lineatopus,L145,22,4.5
lineatopus,L145,30,9
lineatopus,L145,64,NA
lineatopus,L145,66,NA
lineatopus,L145,78,NA
lineatopus,L145,103,NA
lineatopus,L145,131,NA
lineatopus,L145,134,NA
lineatopus,L145,139,NA
lineatopus,L146,67,2.5
lineatopus,L146,0,7
lineatopus,L146,15,NA
lineatopus,L147,80,3
lineatopus,L147,97,3
lineatopus,L147,76,3.5
lineatopus,L147,87,NA
lineatopus,L148,115,2
lineatopus,L148,53,8
lineatopus,L148,98,9
lineatopus,L148,47,NA
lineatopus,L148,64,NA
lineatopus,L148,72,NA
lineatopus,L148,86,NA
lineatopus,L148,88,NA
lineatopus,L148,92,NA
lineatopus,L148,110,NA
lineatopus,L148,119,NA
lineatopus,L148,143,NA
lineatopus,L148,143,NA
lineatopus,L148,182,NA
lineatopus,L149,128,1
lineatopus,L149,139,1.2
lineatopus,L149,57,3.5
lineatopus,L149,75,NA
lineatopus,L149,85,NA
lineatopus,L149,176,NA
lineatopus,L150,72,1.5
lineatopus,L150,67,1000
lineatopus,L150,17,NA
lineatopus,L150,122,NA
lineatopus,L150,193,NA
lineatopus,L150,215,NA
lineatopus,L150,235,NA
lineatopus,L151,31,2
lineatopus,L151,44,12
lineatopus,L151,0,1000
lineatopus,L151,0,1000
lineatopus,L151,0,1000
lineatopus,L151,0,1000
lineatopus,L151,17,NA
lineatopus,L151,80,NA
lineatopus,L151,84,NA
lineatopus,L151,86,NA
lineatopus,L151,93,NA
lineatopus,L152,155,2
lineatopus,L152,121,4.5
lineatopus,L152,126,9.5
lineatopus,L152,102,19
lineatopus,L152,46,22
lineatopus,L152,17,NA
lineatopus,L152,61,NA
lineatopus,L152,67,NA
lineatopus,L152,67,NA
lineatopus,L152,74,NA
lineatopus,L152,88,NA
lineatopus,L152,117,NA
lineatopus,L152,141,NA
lineatopus,L152,167,NA
lineatopus,L153,94,1
lineatopus,L153,0,1000
lineatopus,L153,62,NA
lineatopus,L153,82,NA
lineatopus,L153,145,NA
lineatopus,L153,283,NA
lineatopus,L154,112,1
lineatopus,L154,87,3.5
lineatopus,L154,48,4
lineatopus,L154,50,4.5
lineatopus,L154,65,NA
lineatopus,L154,86,NA
lineatopus,L154,120,NA
lineatopus,L154,135,NA
lineatopus,L155,29,1.5
lineatopus,L155,34,2.5
lineatopus,L155,0,1000
lineatopus,L155,22,NA
lineatopus,L155,31,NA
lineatopus,L155,53,NA
lineatopus,L155,69,NA
lineatopus,L155,88,NA
lineatopus,L155,173,NA
lineatopus,L155,179,NA
lineatopus,L156,38,10
lineatopus,L156,0,1000
lineatopus,L156,8,NA
lineatopus,L156,8,NA
lineatopus,L157,49,10
lineatopus,L158,128,2
lineatopus,L158,26,2.5
lineatopus,L158,109,3.5
lineatopus,L159,33,1
lineatopus,L159,22,2
lineatopus,L159,34,3
lineatopus,L159,42,4.5
lineatopus,L159,41,NA
lineatopus,L159,52,NA
lineatopus,L159,72,NA
lineatopus,L159,97,NA
lineatopus,L159,103,NA
lineatopus,L159,145,NA
lineatopus,L160,89,2
lineatopus,L161,83,NA
lineatopus,L161,105,NA
lineatopus,L161,143,NA
lineatopus,L161,183,NA
lineatopus,L162,57,NA
lineatopus,L162,156,NA
lineatopus,L162,215,NA
lineatopus,L163,28,3.5
lineatopus,L163,32,NA
lineatopus,L163,33,NA
lineatopus,L163,89,NA
lineatopus,L163,118,NA
lineatopus,L163,124,NA
lineatopus,L163,148,NA
lineatopus,L163,207,NA
lineatopus,L164,73,NA
lineatopus,L164,170,NA
lineatopus,L165,70,2.5
lineatopus,L165,127,NA
lineatopus,L166,70,1.5
lineatopus,L166,74,NA
lineatopus,L166,156,NA
lineatopus,L166,164,NA
lineatopus,L167,151,3
lineatopus,L167,166,NA
lineatopus,L168,76,3
lineatopus,L168,72,NA
lineatopus,L169,140,0.5
lineatopus,L169,0,1000
lineatopus,L169,37,NA
lineatopus,L169,54,NA
lineatopus,L170,166,NA
lineatopus,L170,169,NA
lineatopus,L170,173,NA
lineatopus,L170,185,NA
lineatopus,L171,121,NA
lineatopus,L171,133,NA
lineatopus,L171,148,NA
lineatopus,L172,143,NA
lineatopus,L172,149,NA
lineatopus,L173,126,NA
lineatopus,L173,127,NA
lineatopus,L174,79,NA
lineatopus,L174,83,NA
lineatopus,L174,104,NA
lineatopus,L174,117,NA
lineatopus,L174,122,NA
lineatopus,L174,148,NA
lineatopus,L175,174,NA
lineatopus,L176,154,12
lineatopus,L176,157,NA
lineatopus,L177,128,NA
lineatopus,L178,157,NA
lineatopus,L179,148,NA
lineatopus,L179,236,NA
lineatopus,L180,105,NA
lineatopus,L181,93,NA
lineatopus,L181,144,NA
lineatopus,L182,83,NA
lineatopus,L183,83,NA
lineatopus,L184,137,NA
lineatopus,L185,0,1000
lineatopus,L186,14,NA
lineatopus,L187,33,NA
lineatopus,L188,27,NA
lineatopus,L189,24,NA
lineatopus,L190,46,NA
lineatopus,L191,21,NA
lineatopus,L192,74,NA
lineatopus,L193,68,NA
lineatopus,L194,125,NA
lineatopus,L195,127,NA
lineatopus,L196,125,NA
lineatopus,L197,88,NA
lineatopus,L198,108,NA
lineatopus,L199,55,NA
lineatopus,L200,201,NA
lineatopus,L300,0,1000
lineatopus,L300,34,NA
lineatopus,L300,42,NA
lineatopus,L300,86,NA
lineatopus,L300,0,rock
lineatopus,L301,61,2.5
lineatopus,L301,10,6
lineatopus,L301,0,1000
lineatopus,L301,0,1000
lineatopus,L301,10,NA
lineatopus,L301,36,NA
lineatopus,L301,37,NA
lineatopus,L301,60,NA
lineatopus,L301,63,NA
lineatopus,L301,85,NA
lineatopus,L301,97,NA
lineatopus,L301,151,NA
lineatopus,L302,78,0.5
lineatopus,L302,23,1.5
lineatopus,L302,131,1.8
lineatopus,L302,122,2
lineatopus,L302,95,5.5
lineatopus,L302,63,9
lineatopus,L302,0,1000
lineatopus,L302,32,NA
lineatopus,L302,35,NA
lineatopus,L302,35,NA
lineatopus,L302,51,NA
lineatopus,L302,63,NA
lineatopus,L302,80,NA
lineatopus,L302,102,NA
lineatopus,L302,106,NA
lineatopus,L302,115,NA
lineatopus,L302,131,NA
lineatopus,L302,135,NA
lineatopus,L303,16,0.5
lineatopus,L303,48,4
lineatopus,L303,15,5
lineatopus,L303,0,1000
lineatopus,L303,0,1000
lineatopus,L303,0,1000
lineatopus,L303,83,NA
lineatopus,L303,85,NA
lineatopus,L303,91,NA
lineatopus,L303,92,NA
lineatopus,L304,39,2.5
lineatopus,L304,118,4
lineatopus,L304,124,5
lineatopus,L304,204,5.3
lineatopus,L304,27,6.5
lineatopus,L304,0,1000
lineatopus,L304,15,NA
lineatopus,L304,17,NA
lineatopus,L304,17,NA
lineatopus,L304,44,NA
lineatopus,L304,46,NA
lineatopus,L304,68,NA
lineatopus,L304,73,NA
lineatopus,L304,87,NA
lineatopus,L304,103,NA
lineatopus,L304,117,NA
lineatopus,L304,159,NA
lineatopus,L305,85,4.5
lineatopus,L306,139,1.4
lineatopus,L306,95,4
lineatopus,L306,123,4.5
lineatopus,L306,98,5.7
lineatopus,L306,113,9
lineatopus,L306,74.5,11
lineatopus,L306,56,NA
lineatopus,L306,75,NA
lineatopus,L306,82,NA
lineatopus,L306,89,NA
lineatopus,L306,92,NA
lineatopus,L306,101,NA
lineatopus,L306,104,NA
lineatopus,L306,105,NA
lineatopus,L306,122,NA
lineatopus,L306,130,NA
lineatopus,L306,137,NA
lineatopus,L306,172,NA
lineatopus,L306,174,NA
lineatopus,L306,194,NA
lineatopus,L307,23,1.8
lineatopus,L307,31,4.2
lineatopus,L307,133,5
lineatopus,L307,120,5.5
lineatopus,L307,281,5.5
lineatopus,L307,0,1000
lineatopus,L307,0,1000
lineatopus,L307,21,NA
lineatopus,L307,25,NA
lineatopus,L307,78,NA
lineatopus,L307,96,NA
lineatopus,L307,98,NA
lineatopus,L307,104,NA
lineatopus,L307,148,NA
lineatopus,L307,152,NA
lineatopus,L307,162,NA
lineatopus,L307,172,NA
lineatopus,L308,10,3
lineatopus,L308,92,52
lineatopus,L308,0,1000
lineatopus,L308,16,NA
lineatopus,L308,18,NA
lineatopus,L308,34,NA
lineatopus,L308,42,NA
lineatopus,L308,62,NA
lineatopus,L308,71,NA
lineatopus,L308,84,NA
lineatopus,L308,95,NA
lineatopus,L308,122,NA
lineatopus,L309,42,4.5
lineatopus,L309,8,21
lineatopus,L309,31,NA
lineatopus,L309,44,NA
lineatopus,L309,76,NA
lineatopus,L309,98,NA
lineatopus,L309,156,NA
lineatopus,L309,168,NA
lineatopus,L309,173,NA
lineatopus,L310,77,1.5
lineatopus,L310,72,2.4
lineatopus,L310,103,2.5
lineatopus,L310,105,4.5
lineatopus,L310,147,7
lineatopus,L310,43,7.5
lineatopus,L310,17,NA
lineatopus,L310,24,NA
lineatopus,L310,26,NA
lineatopus,L310,36,NA
lineatopus,L310,80,NA
lineatopus,L310,92,NA
lineatopus,L310,94,NA
lineatopus,L310,101,NA
lineatopus,L310,101,NA
lineatopus,L310,109,NA
lineatopus,L310,127,NA
lineatopus,L310,180,NA
lineatopus,L311,33,2
lineatopus,L311,35,3.5
lineatopus,L311,35,3.5
lineatopus,L311,64,4
lineatopus,L311,86,5.5
lineatopus,L311,52,6
lineatopus,L311,18,NA
lineatopus,L311,22,NA
lineatopus,L311,41,NA
lineatopus,L311,61,NA
lineatopus,L311,65,NA
lineatopus,L311,114,NA
lineatopus,L311,114,NA
lineatopus,L311,131,NA
lineatopus,L311,136,NA
lineatopus,L311,142,NA
lineatopus,L312,63,5.5
lineatopus,L312,28,12
lineatopus,L312,27,NA
lineatopus,L312,144,NA
lineatopus,L312,147,NA
lineatopus,L313,58,1.7
lineatopus,L313,29,NA
lineatopus,L313,76,NA
lineatopus,L313,80,NA
lineatopus,L313,135,NA
lineatopus,L313,140,NA
lineatopus,L314,96,2
lineatopus,L314,133,0.3
lineatopus,L314,33,2
lineatopus,L314,20,4.5
lineatopus,L314,0,1000
lineatopus,L314,0,1000
lineatopus,L314,7,NA
lineatopus,L314,8,NA
lineatopus,L314,26,NA
lineatopus,L314,78,NA
lineatopus,L314,83,NA
lineatopus,L314,103,NA
lineatopus,L314,143,NA
lineatopus,L314,181,NA
lineatopus,L315,114,3
lineatopus,L315,10,NA
lineatopus,L315,31,NA
lineatopus,L315,68,NA
lineatopus,L315,153,NA
lineatopus,L315,154,NA
lineatopus,L316,70,3.2
lineatopus,L316,47,8.5
lineatopus,L316,0,1000
lineatopus,L316,5,NA
lineatopus,L316,17,NA
lineatopus,L316,83,NA
lineatopus,L316,85,NA
lineatopus,L316,142,NA
lineatopus,L316,147,NA
lineatopus,L316,150,NA
lineatopus,L316,0,rock
lineatopus,L317,23,3
lineatopus,L317,12,3.5
lineatopus,L317,13,7
lineatopus,L317,0,1000
lineatopus,L317,0,1000
lineatopus,L317,9,NA
lineatopus,L317,85,NA
lineatopus,L318,119,1.2
lineatopus,L318,111,1.3
lineatopus,L318,133,2
lineatopus,L318,0,1000
lineatopus,L319,44,3.5
lineatopus,L319,52,3.5
lineatopus,L319,42,5.5
lineatopus,L319,31,6
lineatopus,L319,34,7
lineatopus,L319,0,1000
lineatopus,L319,0,1000
lineatopus,L319,15,NA
lineatopus,L319,45,NA
lineatopus,L319,55,NA
lineatopus,L319,108,NA
lineatopus,L319,123,NA
lineatopus,L319,124,NA
lineatopus,L319,0,rock
lineatopus,L320,96,2
lineatopus,L320,147,4
lineatopus,L320,62,5.2
lineatopus,L320,29,NA
lineatopus,L320,87,NA
lineatopus,L320,94,NA
lineatopus,L321,93,3.5
lineatopus,L322,73,18
lineatopus,L322,0,1000
lineatopus,L322,0,1000
lineatopus,L322,0,1000
lineatopus,L322,0,1000
lineatopus,L322,0,1000
lineatopus,L322,5,NA
lineatopus,L322,10,NA
lineatopus,L322,18,NA
lineatopus,L322,26,NA
lineatopus,L322,37,NA
lineatopus,L322,83,NA
lineatopus,L322,83,NA
lineatopus,L322,87,NA
lineatopus,L323,69,3.5
lineatopus,L323,28,NA
lineatopus,L323,42,NA
lineatopus,L324,101,1.7
lineatopus,L324,185,NA
lineatopus,L325,112,6.4
lineatopus,L325,62,7.5
lineatopus,L325,124,NA
lineatopus,L326,150,1.5
lineatopus,L326,81,4
lineatopus,L326,68,4.5
lineatopus,L326,128,5
lineatopus,L326,0,1000
lineatopus,L326,0,1000
lineatopus,L326,87,NA
lineatopus,L326,91,NA
lineatopus,L326,98,NA
lineatopus,L326,100,NA
lineatopus,L326,102,NA
lineatopus,L326,141,NA
lineatopus,L326,144,NA
lineatopus,L326,150,NA
lineatopus,L327,65,1.2
lineatopus,L327,240,1.5
lineatopus,L327,30,3
lineatopus,L327,212,12
lineatopus,L327,0,1000
lineatopus,L327,0,1000
lineatopus,L327,47,NA
lineatopus,L327,64,NA
lineatopus,L327,121,NA
lineatopus,L328,3.5,1
lineatopus,L328,49,1.3
lineatopus,L328,49,1.3
lineatopus,L328,5,3.5
lineatopus,L328,98,NA
lineatopus,L328,124,NA
lineatopus,L328,0,rock
lineatopus,L329,118,4.5
lineatopus,L329,59,5
lineatopus,L329,105,5
lineatopus,L329,109,5.5
lineatopus,L329,0,1000
lineatopus,L329,82,NA
lineatopus,L329,90,NA
lineatopus,L330,6,5
lineatopus,L330,24,8
lineatopus,L330,0,1000
lineatopus,L330,16,NA
lineatopus,L330,26,NA
lineatopus,L330,91,NA
lineatopus,L330,164,NA
lineatopus,L331,124,1.5
lineatopus,L331,64,NA
lineatopus,L332,16,3.5
lineatopus,L332,26,NA
lineatopus,L332,56,NA
lineatopus,L332,104,NA
lineatopus,L332,124,NA
